	Predicted_signature_1	Predicted_signature_2	Predicted_signature_3	Predicted_signature_4	Predicted_signature_5	Predicted_signature_6	Predicted_signature_7	Predicted_signature_8	Predicted_signature_9	Predicted_signature_10	Predicted_signature_11	Predicted_signature_12	Predicted_signature_13	Predicted_signature_14	Predicted_signature_15	Predicted_signature_16	Predicted_signature_17	Predicted_signature_18	Predicted_signature_19	Predicted_signature_20	Predicted_signature_21	Predicted_signature_22	Predicted_signature_23	Predicted_signature_24	Predicted_signature_25	Predicted_signature_26	Predicted_signature_27	
Sample_380	0.006631	0.015061	0.038517	0.006828	0.016008	0.027123	0.076894	0.080331	0.014754	0.05654	0.001326	0.0	0.078889	0.004749	0.037186	0.048154	0.028521	0.011357	0.01501	0.032535	0.141556	0.011106	0.001544	0.035167	0.170222	0.02695	0.017041	
Sample_381	0.003968	0.004765	0.049377	0.00979	0.008337	0.038484	0.048221	0.077545	0.017622	0.059096	0.005952	0.007937	0.075967	0.007489	0.037901	0.048077	0.030586	0.004193	0.008068	0.014288	0.152886	0.006643	0.004788	0.043569	0.197588	0.016068	0.020794	
Sample_382	0.007463	0.006495	0.04853	0.009258	0.024642	0.036225	0.061737	0.072984	0.015049	0.075084	0.003731	0.00703	0.084621	0.01092	0.030799	0.018906	0.015563	0.008501	0.000868	0.021036	0.113344	0.00623	0.009273	0.046858	0.202175	0.045438	0.017241	
Sample_383	0.001828	0.004311	0.043691	0.013952	0.012846	0.022513	0.053166	0.058507	0.0106	0.083263	0.003656	0.002983	0.077453	0.011906	0.037194	0.042283	0.027966	0.00627	0.011836	0.024349	0.109602	0.016566	0.002117	0.033263	0.220437	0.048371	0.019068	
Sample_384	0.003968	0.004747	0.051298	0.017608	0.014115	0.024408	0.047968	0.059367	0.011859	0.081232	0.005952	0.007111	0.079962	0.010333	0.048863	0.016101	0.009365	0.011311	0.023355	0.008239	0.125361	0.01621	0.000114	0.067496	0.206801	0.039759	0.007099	
Sample_385	0.011873	0.00277	0.065445	0.01549	0.015176	0.03371	0.062904	0.070563	0.030738	0.078895	0.0	0.006423	0.071594	0.008461	0.038914	0.035823	0.006883	0.034518	0.014362	0.014904	0.113849	0.011461	0.004637	0.030613	0.183538	0.018689	0.017768	
Sample_386	0.002165	0.00856	0.071331	0.017052	0.012102	0.033184	0.053259	0.086926	0.021374	0.051602	0.002165	0.007995	0.089245	0.02381	0.01784	0.01336	0.020801	0.004578	0.03273	0.031	0.094646	0.009141	0.002711	0.026931	0.220577	0.029212	0.015706	
Sample_387	0.008584	0.00786	0.053263	0.002506	0.019655	0.030713	0.05048	0.07741	0.018359	0.047412	0.002146	0.008584	0.084315	0.018374	0.019011	0.019609	0.021937	0.016531	0.019779	0.037285	0.104573	0.0145	0.015223	0.027078	0.223404	0.043798	0.007611	
Sample_388	0.002028	0.004062	0.059838	0.007676	0.006375	0.044546	0.056287	0.066888	0.027758	0.070647	0.006085	0.009948	0.100104	0.007582	0.025646	0.02578	0.013166	0.028278	0.013724	0.019759	0.074102	0.018694	0.013557	0.042812	0.202391	0.045266	0.006999	
Sample_389	0.008187	0.007344	0.050951	0.018093	0.010696	0.033502	0.05608	0.078363	0.015633	0.080824	0.00117	0.006952	0.109718	0.006285	0.080146	0.021325	0.009036	0.006214	0.012283	0.020398	0.077092	0.006595	0.005574	0.019543	0.231636	0.006278	0.020082	
Sample_390	0.002822	0.003577	0.052713	0.024249	0.015913	0.029825	0.075141	0.072675	0.03761	0.050899	0.004704	0.006511	0.112902	0.001447	0.046772	0.017994	0.01966	0.026405	0.005894	0.024102	0.076474	0.01031	0.004113	0.034634	0.216714	0.009667	0.016275	
Sample_391	0.007168	0.007479	0.092458	0.005655	0.017843	0.047528	0.077219	0.070005	0.017077	0.083437	0.003584	0.008961	0.071815	0.007445	0.029929	0.028981	0.021041	0.00585	0.011554	0.014722	0.094206	0.005664	0.006665	0.044529	0.166064	0.033535	0.019584	
Sample_392	0.001637	0.006581	0.082868	0.013245	0.012034	0.02181	0.067294	0.072453	0.008271	0.061754	0.0	0.01473	0.088741	0.009087	0.033384	0.041448	0.030465	0.0067	0.011029	0.026797	0.083195	0.020623	0.005502	0.044647	0.190522	0.031653	0.013531	
Sample_393	0.005941	0.006857	0.085733	0.013603	0.013861	0.038444	0.095389	0.083418	0.013783	0.100306	0.00396	0.005837	0.069521	0.011141	0.02153	0.040052	0.021146	0.003647	0.024429	0.022306	0.088015	0.000115	0.002297	0.028531	0.180799	0.003698	0.01564	
Sample_394	0.004444	0.003734	0.082699	0.013956	0.01353	0.030695	0.093304	0.089149	0.027847	0.094083	0.0	0.008745	0.090371	0.003907	0.0134	0.025843	0.009748	0.003852	0.016422	0.026168	0.075257	0.017074	0.0103	0.027076	0.196231	0.010075	0.01209	
Sample_395	0.001808	0.01097	0.100004	0.006933	0.014147	0.025903	0.085201	0.110592	0.033172	0.0826	0.0	0.006113	0.088741	0.015854	0.012893	0.03929	0.0045	0.006794	0.013076	0.018534	0.095962	0.003403	0.010479	0.020294	0.167681	0.009178	0.015879	
Sample_396	0.005848	0.001467	0.05261	0.003675	0.005848	0.025982	0.10756	0.07832	0.013057	0.070482	0.009747	0.015595	0.066831	0.004026	0.006415	0.025641	0.037575	0.004143	0.008513	0.0101	0.110625	0.006193	0.010523	0.022384	0.247534	0.022681	0.026625	
Sample_397	0.0	0.000111	0.068657	0.008214	0.005959	0.024611	0.103357	0.083699	0.017421	0.048678	0.009242	0.012703	0.061326	0.009601	0.02983	0.011324	0.019166	0.003146	0.019438	0.017101	0.097171	0.00767	0.00665	0.071178	0.22285	0.014215	0.026682	
Sample_398	0.013575	0.000188	0.042468	0.002231	0.007632	0.034714	0.082553	0.049065	0.012693	0.126985	0.004525	0.020362	0.082133	0.004668	0.014278	0.025216	0.031695	0.000627	0.009332	0.023166	0.137312	0.004839	0.007564	0.014814	0.187473	0.023316	0.036575	
Sample_399	0.005792	0.010679	0.067835	0.003028	0.012476	0.053069	0.065157	0.116878	0.059597	0.042745	0.0	0.003861	0.067882	0.017589	0.020947	0.023591	0.017621	0.043763	0.003234	0.01193	0.074105	0.018272	0.014351	0.044754	0.175352	0.00659	0.018903	
Sample_400	0.0	0.005204	0.06969	0.018401	0.016096	0.049471	0.040731	0.127842	0.005686	0.058048	0.004219	0.0	0.065761	0.02657	0.028334	0.040488	0.047842	0.001581	0.006064	0.02162	0.079184	0.008199	0.016258	0.020801	0.201986	0.029991	0.009934	
Sample_401	0.001552	0.000762	0.071843	0.002761	0.049169	0.014886	0.062031	0.054309	0.013833	0.047188	0.000873	0.007673	0.095454	0.008152	0.00332	0.074522	0.033886	0.005814	0.039573	0.063504	0.060097	0.010437	0.029141	0.006562	0.183003	0.056649	0.003005	
Sample_402	0.002278	0.011781	0.04936	0.006688	0.036624	0.018691	0.056652	0.074976	0.005111	0.045907	0.0	0.004556	0.073373	0.014455	0.026338	0.061796	0.011828	0.010103	0.02907	0.067261	0.087611	0.014207	0.019348	0.063396	0.178216	0.015048	0.015328	
Sample_403	0.003399	0.023123	0.037504	0.004864	0.009998	0.033518	0.050667	0.032482	0.012511	0.058714	0.002671	0.005741	0.103538	0.058251	0.04414	0.041578	0.009292	0.026175	0.004785	0.032589	0.053253	0.018682	0.006696	0.023778	0.258297	0.038114	0.00564	
Sample_404	0.009032	0.004056	0.093469	0.008125	0.016306	0.09062	0.097982	0.022682	0.022694	0.070038	0.003871	0.003785	0.180291	0.003871	0.011552	0.036313	0.025223	0.006474	0.007944	0.028977	0.108392	0.002204	8.6e-05	0.009249	0.122742	0.00394	0.010083	
Sample_405	0.00817	0.010088	0.135016	0.007786	0.013072	0.058269	0.09195	0.080594	0.017187	0.053781	0.001634	0.0	0.15558	0.003466	0.01333	0.034502	0.00083	0.00166	0.010014	0.048347	0.054442	0.001781	0.008098	0.01674	0.168535	0.00228	0.002849	
Sample_406	0.004808	0.028461	0.074436	0.008163	0.005013	0.044056	0.08773	0.066627	0.035234	0.054585	0.0	0.004511	0.108579	0.012849	0.017964	0.014623	0.008053	0.002693	0.019692	0.022109	0.089782	0.00996	0.0002	0.10266	0.142962	0.01291	0.021339	
Sample_407	0.006316	0.020688	0.05469	0.012246	0.011142	0.045082	0.052933	0.041371	0.006697	0.086682	0.0	0.006316	0.158985	0.013519	0.01092	0.044426	0.013585	0.005983	0.008375	0.036493	0.074778	0.003664	0.00944	0.080854	0.153731	0.032503	0.008583	
Sample_408	0.007092	0.012579	0.033954	0.011126	0.009654	0.052032	0.039961	0.0324	0.019011	0.041341	0.0	0.011097	0.103047	0.022861	0.05051	0.037371	0.019453	0.002799	0.008033	0.010235	0.056322	0.006623	0.011657	0.099933	0.180398	0.092401	0.028109	
Sample_409	0.002463	0.115235	0.078356	0.010408	0.011944	0.036521	0.088099	0.103492	0.011282	0.062984	0.001095	0.002434	0.115843	0.002221	0.012542	0.018971	0.006478	0.004443	0.010486	0.020758	0.084724	0.003357	0.002977	0.005606	0.174543	0.003341	0.009399	
Sample_410	0.00316	0.143089	0.04503	0.016558	0.027383	0.037885	0.087376	0.106257	0.002305	0.041172	0.00158	0.005408	0.105108	0.009627	0.030808	0.015961	0.015644	0.004051	0.006228	0.01941	0.10289	0.000138	0.004443	0.017992	0.138709	0.0044	0.00739	
Sample_411	0.001751	0.00575	0.043603	0.003929	0.005254	0.014406	0.200186	0.093248	0.011043	0.050668	0.0	0.003503	0.059965	0.000188	0.131286	0.008939	0.021241	0.026833	0.003729	0.025068	0.07905	0.01294	6.4e-05	0.006184	0.153058	0.034852	0.003259	
Sample_412	0.0	0.001828	0.088086	0.0	0.040219	0.018712	0.076996	0.045256	0.0	0.029797	0.0	0.001828	0.144988	0.009772	0.000466	0.107115	0.003918	0.000706	0.060254	0.109775	0.02424	0.000104	0.056314	0.009606	0.15854	0.006975	0.004504	
Sample_413	0.002151	0.007042	0.057848	0.008014	0.019989	0.043857	0.07018	0.037958	0.001412	0.053868	0.0	0.003987	0.158091	0.009326	0.007035	0.041076	0.022902	0.001105	0.030095	0.102894	0.054542	0.002373	0.048567	0.009764	0.187308	0.014869	0.003747	
Sample_414	0.0	0.000703	0.068949	0.006801	0.046383	0.012664	0.103552	0.059527	0.002087	0.038705	0.0	0.001949	0.072245	0.003835	0.004908	0.038791	0.004759	0.002853	0.116119	0.118861	0.0274	0.004021	0.072801	0.003434	0.175282	0.010737	0.002634	
Sample_415	0.005479	0.00583	0.071964	0.019389	0.035534	0.022943	0.046941	0.033277	0.003199	0.043956	0.000548	0.002955	0.107195	0.013046	0.015984	0.048263	0.016713	0.001937	0.120856	0.095025	0.018812	0.009225	0.05117	0.03001	0.090774	0.072999	0.015973	
Sample_416	0.003812	0.005208	0.100451	0.008829	0.025513	0.02176	0.077961	0.049045	0.001599	0.040338	0.000318	0.00421	0.167721	0.011859	0.005903	0.025466	0.006301	0.000312	0.104353	0.077649	0.02606	0.003798	0.064289	0.016653	0.124894	0.019214	0.006482	
Sample_417	0.001639	0.001398	0.048501	0.002223	0.014851	0.019562	0.059105	0.084686	0.022863	0.047633	0.000546	0.038761	0.061526	0.001315	0.004873	0.017573	0.014368	0.260791	0.007198	0.012045	0.087335	0.008345	0.003861	0.003931	0.147607	0.023073	0.004389	
Sample_418	0.003306	0.010658	0.057653	0.016838	0.018182	0.033668	0.042669	0.044175	0.018264	0.050417	0.006612	0.012745	0.051356	0.027584	0.063239	0.021666	0.051172	0.014421	0.030638	0.035323	0.056914	0.020808	0.023581	0.058241	0.102293	0.121764	0.005814	
Sample_419	0.003233	0.030008	0.032327	0.011044	0.009185	0.047163	0.029836	0.030004	0.022591	0.032836	0.0	0.015465	0.049896	0.018359	0.046793	0.021746	0.024187	0.024315	0.00878	0.023103	0.083083	0.022852	0.026748	0.129256	0.107961	0.142548	0.006681	
Sample_420	0.008375	0.023408	0.018628	0.003029	0.015796	0.060844	0.007914	0.035835	0.02764	0.012963	0.00335	0.011725	0.001839	0.049017	0.071874	0.02363	0.018613	0.029528	0.014951	0.015267	0.044009	0.028228	0.036472	0.182871	0.039384	0.209067	0.005743	
Sample_421	0.001925	0.014046	0.044776	0.006311	0.0084	0.025558	0.041131	0.031832	0.010718	0.038867	0.001925	0.03548	0.056136	0.002397	0.013232	0.00979	0.084212	0.020646	0.009255	0.008912	0.039025	0.016157	0.010884	0.007441	0.133914	0.307684	0.01935	
